,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion,Breed,Colors
63,2,Stripe,4,1,2,2,1,1,2,1,1,0,41327,95d916190a5dcb1efc91cd93e8de4c28,0,"Anak kucing untuk diberi secara percuma. Male kitten aged 4 mons for Free Jantina : Jantan Umur : 4 bulan Status : Sudah vaccine & deworm siap Toilet train Bersih & tak pernah keluar rumah Sangat aktif Syarat : Hanya utk keluarga yg menyayangi haiwan peliharaan Kitten tak pernah kena kurung, harap ada owner yg boleh jaga tanpa menggunakan sangkar (sbb nanti kitten akan bising) Tak boleh nak jaga banyak kucing sangat sebab saya ada ramai anak. Duduk pun rumah flat 1 bilik :( Jika berminat boleh sms / whatsapp saya yaa.. Sue (no call) Kena ambil sendiri di Flat Kampung Melayu, Ayer Itam. Kucing ni Free saja. Complete deworm & vaksin. Tapi harap bela dengan kasih sayang. Jika ada masalah, boleh pulangkan balik tapi janganlah dibuang merata...mereka pun hamba Allah s.w.t...",022d2d16e,3,3,5.5,mean,Mixed Breed,"Black, Cream"
64,1,Lady Amber,36,2,2,2,2,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Lady is good companion and super alert. She follows the owner and has very good recall. At the same time, she is also a great watchdog. House trained and an indoor dog. Gets along well with most other dogs. She has JRT blood but is normal dog size. Vaccination and neutering cost to be borne by adopter. Please help give her a good home. She is believed to be an abandoned pet and currently under foster care. Knows basic commands. Wire haired due to her JRT cross blood.",487abc5e1,7,4,2,happy,Mixed Breed,"Brown, White"
65,2,Disney,8,2,1,1,3,3,3,1,1,0,41401,07e43c5d6bec7545908f502d57333c5b,0,"Lovely character , never bite or scratch people, gentle and loving and enjoy manja to human . A cat that melts everyoneÃ_Ã_Â»s heart.",ed5f14fda,2,4,10,content,Mixed Breed,"Brown, Gray"
66,1,Ice,3,2,2,2,1,1,2,1,1,0,41326,acb8fe0f20cbc683032b2d8c2a90bab3,0,"VERY URGENT Looking for forever home or temporary foster. Neighbours have complain to local municipal and have issued shooting order seems if couldn't get to catch with pole.I'm not very sure about such thing of shooting order whether in M'sia they practice that method or not. All her other siblings we manage to find forever homes so now left her alone. Please urgently need some to take her..She is Friendly and active puppy.We already have 3 rescued dogs at home. Therefore, she need a home and a master. Commitment to spay upon maturity is compulsory. For further details contact",8dfe4da6a,8,4,7,content,Mixed Breed,"Black, Yellow"
67,2,Oliver,4,1,2,1,1,1,2,1,1,100,41326,626713cb4a646aafea875347b2f13d35,0,"Oliver is a playful and cheeky kitten. He is completed with two vaccinations and deworming every month. Also, treated with Frontline(anti-flea&ticks solution). Nice spotted pattern with socks. The fee is to cover vaccinations, deworming and regular health check cost at private vet. I hope adopter can take Oliver and his brother together as they are too close to separate them. He will look for his brother even when Reo is just out of sight. If you are taking Oliver, I will give Reo together along for free.",5698c00e2,5,3,2.5,happy,Mixed Breed,"Black, Gray"
68,2,Messy,2,2,1,2,2,3,2,1,1,0,41332,a70e47a0e68ad036f54afb8616f1067b,0,messy is ready for adoption now. her mother is a pure siam with brown color n her dad is domestic medium hair.,0162634c2,3,1,6,content,Mixed Breed,"Black, Yellow"
69,2,Nonny & Boink Family,3,3,1,1,2,2,2,1,9,0,41326,4d0f4b83bd88ffe0dff2db53746f909b,0,"Several kittens for adoption. Would be glad if someone wants to adopt in pairs/siblings. new owner must be cat lover those cats are friendly well trained litter indoor cat loving adorable fun plz state which kittens/cats u want. they are short hair and mixed kittens 2 months (got 5) got no name yet kittens 6 months (got 3 - siblings) che angah,che alang (angah n alang) are look alike,che ayonk kittens 8 months nonny and memey (got 2)(somalian) cat 1 yr old boink the only 1 n legend cat at home call /sms me serious owner only",d09835201,18,3,7,sad,American Shorthair,"Black, Golden"
70,1,Maximus,8,1,1,2,1,1,2,1,1,0,41326,b9351e15ac37a3cc56086320835601c0,0,We adopted him back then when he was badly injured. We believe because of the wound was not being taken care properly that caused him blinded one eye. He's active and obedient but i need to travel frequently and unable to spend much time with him.,7f8955f6a,4,3,7,happy,Shih Tzu,"Brown, Cream"
71,2,Wong Wong,6,1,2,1,2,2,2,1,1,0,41401,01f954cdf61526daf3fbeb8a074be742,0,Wong Wong was rescued from the street at Jalan Alor. He is from a litter of 3 kittens. The rescuer rescued all three of them when they are about 3 months old. He is a gentle and well behaved kitten but a little bit shy. Tend to be quiet and very even tempered which makes him a goods pet for families with children. He needs to be given some time to get use of a new environment. Please contact the rescuer Amy Kwek at after 7pm for weekday. Weekend anytime. He is a perfect pet for elderly people and also for children.,b8d07c37b,6,2,6,content,Mixed Breed,Yellow
72,2,Tora,9,2,2,1,2,2,2,1,1,0,41326,9b8c4e3015ce4821741065d4dc85c0f7,0,"She is a very manja cat and do love attention. It just that due to new work and my sis being sick. I need to reduce the amount of cats in my house. She have been staying outdoor. She has been litter train. She loves to ride cars. You can bring her for a tour. She is gentle. I thought she was a male before this. But eventually she got pregnant and give birth to 5 healthy kittens. She likes to stay indoor. But due to my sis condition, we can't have my cats indoor. I want her to find a new good home. If you want me to spay her before adoption, we can discuss about it.",90e1edc71,3,3,8,content,Mixed Breed,"Brown, Golden"
73,1,Apple,4,2,2,1,1,1,2,1,1,0,41401,cd431467a017d5bce5f42daa746d7d08,0,"Adorable female 4-month old puppy up for adoption. Dewormed, vaccinated and soon to be spayed. Rescued as a 1 month old puppy from construction site. Very intelligent, sweet and loyal. Located in Cheras, KL. Please call me at if you can give her a loving forever home which she deserves.",9dd9f107d,1,2,6.5,"happy,sad",Mixed Breed,"Golden, Yellow"
74,1,Chipsmore,2,1,2,1,2,2,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,Im chipsmore. White with alot of spots. Currently im looking for a loving home. Adopt me please?... I love to play with childrren. Give me a chance please?..You wont regret it. Call my mom today at. You simply must see me,7ca780c35,2,1,6.5,"sad,scared",Mixed Breed,"Black, White"
75,2,,5,2,2,2,2,2,2,1,1,0,41401,22d9e67d412f25866e09f2c098a6ebef,0,Hi~! i found the kitty on the street.she has necklace on her neck.im not sure she is abandon by someone or lost.anyone willing to adopt this kitty please contact Mdm  Thank~!,09c629b05,5,1,1,mean,Domestic Medium Hair,"Brown, White"
76,1,Hayden,24,1,2,2,1,1,1,1,1,0,41330,530f57b53cb3199e1d5e67733ddc0876,0,"Meet this 2 year old heartthrob Hayden Hayden is now under temporary care of his rescuer and is in need of a home very soon. He is a very sweet boy, loves to be pampered and would certainly be a great companion. If you are a dog lover and is able to give Hayden his the commitment of a loving home, please contact ",ff05d4438,3,3,7,happy,Mixed Breed,"Black, Brown"
77,1,Jade,1,1,2,2,2,2,2,1,1,0,41327,7f74401ff1a7ca18737bc527ccf23a45,0,the mother and father or this puppy is a mixed breed of mongrel and labrador. no fees applied but since we are running a shelter consiting of dogs and puppies at present we greatly appreciate any donations given but its totally up to you all. _Ã´Ã–_,181fb7dae,3,2,9,content,Mixed Breed,"Cream, White"
78,1,Fiddy,84,1,2,3,1,1,2,1,1,0,41326,7fd186e99b4403a440f3d264bbb3b40b,0,"Fiddy is a fun loving indoor dog. He needs to go potty outdoors, so a home with a front or back yard is necessary. We have currently moved to a non landed home and very sad that he was not able to adapt to our new home as he needed outdoor potty and cannot adapt to indoor potty. He is happy to stay indoors with occasional walks outside. He has been vaccinated every year since he was a puppy and regularly taking heart guard. He weighs about 10 kgs",a2b42f2e5,2,2,5,sad,Poodle,"Black, Brown"
79,1,Miles,2,1,1,1,2,2,2,1,1,0,41401,772b52610644a59536b5ea6678d986fd,0,Milo is an extremely adorable and playful puppy.,28c005011,2,2,10,timid,Mixed Breed,"Brown, White"
80,2,Musang,4,1,2,1,2,2,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,"I rescued Musang from a drain, he need a home. He is shy, healthy and eat a lot, litter train.",0f3434f36,5,1,6,scared,Tabby,"Black, Gray"
81,2,Meowzer,12,1,2,2,1,1,1,1,1,100,41326,2e2c841c5f0d8038386ebe3b50b98a3b,0,"Name : Meowzer Age : 1 year old. Type : Mix of domestic long and short hair. Gender : Neutered Male Status : Castrated / Neutered. Vaccinated and dewormed. Very Clean. Colour : White and Orange/ Light Brown Colour. Description : Live indoors and good natured boy. Playful and smart. (understands owner's tone of voice) Responds to owner (sometimes) when called. Loves sitting on owner's lap/ nibble owner's fingers when he is seeking for affection. At the same time Meowzer is also self-sufficient, will play with his toys when owner is busy. Selling ONLY to Cat lovers who can provide Meowzer a loving home. Reason for selling : Owner will be going overseas for a one to two years.",0b57ed86a,4,2,6,playful,Mixed Breed,"Brown, White"
82,1,,2,2,2,1,2,2,2,1,4,0,41401,9e2e600cba1219e0d3e855d2a3ed650b,0,A litter of 6 pups (all female) that looked abandoned. 4 dark and 2 light brown. 2 owners have been found so far. Please msg me so I don't miss your call...,c9439e71b,3,4,10,happy,Mixed Breed,"Black, Brown"
83,1,Cutie Sisters/bro,5,2,2,1,1,1,1,1,2,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,These 2 sisters/1 boy are available for adoption from my Vet's clinic in Balakong. Hope some kind soul will be able to give them a home. Thanks and GOD bless you.,9725bf4d2,4,3,6.5,happy,Mixed Breed,"Black, Brown"
84,1,Fei Mui,8,2,2,2,1,1,1,1,1,0,41401,88ae3f26c9328b0b5a54d7d8466a3351,0,Parent & gf not allow to put in house =(,30e66b835,3,4,6,"happy,scared",Mixed Breed,"Black, White"
85,2,Kitten For Adoption.,2,3,1,3,2,2,2,1,5,0,41326,bfec394f56ba6aef257701cfd32f1348,0,"Salam. Hi. Saya ada 4 ekor anak kucing dan seekor ibu kucing utk di let go. Sbb saya nak smbung belajar dan tak ada org nk jaga kat rumah. Kalau boleh, sesiapa yg nk ambil tu ambil semua sekali termasuk ibu kucing. Anak kucing tu 3 jantan seekor betina.",0b59a57ff,8,1,7,scared,Domestic Long Hair,"Black, Golden"
86,2,Grey & Black,2,3,1,2,2,2,2,1,2,0,41326,1a624ec0f6866d4ffabd1e861d0ccac6,0,"Found them in a box at the mosque. playful together. sand trained, Black-short tail,black and white hair. Gray-long tail,grey and white hair. need to find adopter for both of them.",da5ae6aa9,7,1,7,playful,Domestic Medium Hair,"Black, Gray"
87,1,2 Female Puppies,1,3,2,2,2,2,2,1,2,0,41336,c897b0a40ed373b67fc04c500c5f3a5b,0,The puppies are given birth by my own dog which is local breed.Though I cant take care of all so im giving them away for free. They are very well taken off now and are trained to eat dog food.,cc8bf5e79,5,2,7,content,Mixed Breed,"Black, Brown"
88,1,Mini B,3,2,2,1,1,1,2,1,1,0,41326,9c4ed956af87df244300ac6970d0691f,0,Little Mini B was found by my colleague in a rubbish dump in Klang. I have been fostering her for over a month now. Mini B is a cheeky but knows how to seat when asked. She is definitely a leader kind as she now rules my dogs. Lol Please call for adoption enquiries.,a22c43e29,3,4,3,sad,Mixed Breed,"Black, Brown"
89,2,Belle,14,2,2,2,1,3,3,1,1,0,41326,f4bc4872bec55d8b5ed4c853864133fd,0,Belle.. he is really cute and love human. Took him from my friend 10 months ago. But now i have to let him go because my neighbours dont like cats. Love him very much. But i need to think about others to. Hope can find sombody who really love cat.,d8fceeb86,1,2,2,content,American Shorthair,"Black, Gray"
90,2,Gaga And Friendly,3,3,2,1,2,2,2,1,2,0,41401,2ab4127c166896dd286de9178ba91420,0,"2 kittens (siblings) have been coming to our house for food and shelter. I would like to find a home for them before they become too dependant on us. I will be travelling soon for work and if there are no takers I will be forced to send them to SPCA, which is my last resort. They are normal cats - not an exotic breed or anything, just your usual domestic short haired cat, but they are very persistant and are survivors - I think they'll grow up to be good, hardy cats.",7e87938c3,3,2,8,happy,Domestic Short Hair,Brown
91,2,Muffin & Cupcake,2,3,2,1,1,1,2,1,2,0,41401,0fddcc2044ae92f3f70fed837d35e1a6,0,01 Sept : Both Muffin & Cupcake are still available for adoption. Those interested do whatsapp/email me. THanks. Muffin & Cupcake were picked up within the same week from different location. Both are around 1 mth old. The black n white kitten (Cupcake) has some issue with her left eye but treatable with daily eye drops. Must be adopted together. Those that are interested could send me an email at Vaccination and neutering is a must. Both are to be kept indoor.,14ae60869,20,3,7,sad,Domestic Short Hair,"Black, Yellow"
92,2,Car Cats,3,3,2,1,2,2,2,1,5,0,41326,a616a6888518e6e38c8c1b7b16388f92,0,"This family of 5 was dumped at an abandoned car here in Seri Kembangan sometime during mid-December. The kittens are in healthy condition, please adopt these adorable cuties.",d9a014dbb,5,2,2,scared,Mixed Breed,"Black, White"
93,2,Tiger And Honey,5,3,2,1,1,1,2,1,2,0,41336,0402c841cb307c11129bbd5f795e55ff,0,"Two love cats, is some ways husband and wife. Really majestic and friendly. They love belly rubs and hugs, specially the female who wants it more often. I took very good care of them and I would have kept them if I was not leaving the country. I need someone to give them a good home. They are very healthy and clean. If you are interested, please contact me.",80ae0a34f,4,2,2,timid,Tabby,Golden
94,1,Premi Girl,3,2,2,1,1,3,3,1,1,0,41326,dda874dfebf6072c7ee86cf0023c6364,0,"Hi, we had rescued a male and female ( bro & sis) when they were a few days old, nurtured them and male given for adoption , only female available.Premi Girl is very lovable,very alert and playful. Will make a good pet, kids will adore her. She does not have bad habits eg., chewing on shoes, etc., She likes toys to play with.Please give her a home where she can be taken care of and you will not have any regrets. I can guarantee you that she will make a good watch dog. Call :",661bcb904,1,3,8,sad,Mixed Breed,"Black, Brown"
95,1,SuperGirl  (Mei How),12,2,2,1,1,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,Mei How is bubbly playful girl. If you can commit to caring for her for life please call or whatsapp Jocelyn at. There is a neutering requirement for adoption.,d6e342121,11,4,9,"happy,playful",Mixed Breed,Yellow
96,2,"Carrot, Pumpkin, Kiwi, Lala & Lulu",2,3,2,2,3,3,3,1,5,0,41327,6970137ea113decfdcf41f81b3e68568,1,"A heartless owner dumped all five of them at the market which is full of older cats, dogs, and cars. It is impossible for them to survive on their own there at such young age. Sadly, their sibling passed away due to starvation. Since they are very young, i can't tell their gender by visual inspection. I have rescued them and they are currently in my safe hands. They are currently provided with food, water and shelter. All of the kittens are very healthy and playful. If they cannot find a home, they will be released in area with constant feeder when they are bigger. Hopefully they can find a home and don't end up as strays. Location is in Penang island/Ipoh. Transportation can be arranged. If you think you could be the one, please contact me via PM.",545711134,18,4,3.5,scared,Domestic Medium Hair,"Golden, Cream"
97,1,"Cappucino,Milo,Milky,Browny,Lucky",4,3,2,1,2,2,2,1,5,0,41326,b13b9ebf3d547ac9f242cc6d77703544,0,"There are 5 wonderful puppies are abandoned by owner with their mother dog. there are around 4 months old and very charming, playful and healthy. there are very alert and aware of their territory. we have been feeding them but the we have many of neighbors who don't like dogs and at any time municipal will take these puppies. We are looking for serious adopters who can provide a good family to these puppies. they definitely can be an excellent family member. Please contact us via wats up, sms or call us for more information. Thank you for your kind attention.",b90e6ec69,6,3,6,playful,Mixed Breed,"Brown, Cream"
