,Unnamed: 0,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
7262,7262,88bc9864c,4,1,36,2,3,1,2,2,2,1,1,0,0,3.0,41401,Mixed Breed,"Black, Brown"
7265,7265,8e1858e7f,0,2,2,2,1,1,2,1,3,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
7284,7284,25079d00a,4,2,5,1,2,1,1,1,2,1,1,50,0,1.0,41326,Tabby,"Black, Brown"
7306,7306,9c70eee7b,4,2,17,2,2,1,1,1,2,1,1,0,0,1.0,41401,Oriental Short Hair,"Brown, Golden"
7309,7309,a5965cea5,3,2,3,1,3,2,2,1,2,1,1,0,0,3.0,41401,Bobtail,"Gray, White"
7311,7311,d90bd59c3,0,2,4,2,2,1,2,2,2,1,1,0,0,2.0,41327,Domestic Short Hair,"Yellow, White"
7320,7320,452a50855,1,2,1,2,2,3,2,2,2,1,2,0,0,2.0,41326,Domestic Medium Hair,"Cream, Gray"
7332,7332,fe4bb01a6,3,1,1,3,2,1,2,2,2,1,4,0,0,4.0,41326,Mixed Breed,"Brown, Cream"
7375,7375,0d55c2e2b,3,1,12,1,2,2,1,1,1,1,1,0,0,4.0,41330,Mixed Breed,"Black, Yellow"
7384,7384,199277f1a,4,2,10,2,1,1,2,1,2,1,1,0,0,4.0,41330,Domestic Short Hair,"Gray, White"
7388,7388,bd9d521c5,3,1,1,2,1,1,2,1,2,1,1,0,2,9.0,41326,Mixed Breed,"Black, White"
7398,7398,1652a3e1e,4,1,4,2,2,2,2,1,2,1,1,0,0,3.0,41336,Mixed Breed,Brown
7399,7399,b77b75f2d,1,1,24,2,1,2,3,3,2,1,1,0,0,1.0,41401,Silky Terrier,Brown
7409,7409,4bb0c8226,3,1,3,2,2,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, White"
7410,7410,da84db2f7,2,1,1,1,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Yellow"
7411,7411,86855ddfd,0,2,6,1,2,2,2,2,2,1,1,0,0,1.0,41326,Abyssinian,"Black, White"
7414,7414,1cdf69df6,0,2,1,3,2,2,2,2,2,1,2,0,0,1.0,41336,Mixed Breed,"Brown, Cream"
7418,7418,a64ca36ca,1,1,5,1,1,2,1,1,2,1,1,500,0,2.0,41326,Pomeranian,"Brown, Cream"
7420,7420,5daea1779,3,1,1,3,2,2,3,3,3,1,2,100,0,1.0,41327,Mixed Breed,"Black, White"
7421,7421,72e9e5442,4,2,1,1,1,1,2,2,2,1,1,0,0,4.0,41401,Domestic Short Hair,"Golden, White"
7426,7426,29c50ee9a,1,1,36,1,2,1,1,1,2,1,1,0,0,3.0,41401,Basset Hound,"Black, Brown"
7430,7430,b7dda91fe,2,2,12,1,2,1,1,1,1,1,1,0,0,2.0,41401,Domestic Short Hair,"Black, White"
7432,7432,0e920f96d,4,2,5,2,2,1,2,2,2,1,1,0,0,1.0,41324,Domestic Short Hair,Brown
7436,7436,2d8b42d21,3,1,8,1,1,1,1,1,1,1,1,0,0,6.0,41401,Jack Russell Terrier,"Black, Brown"
7441,7441,ed97d1485,4,2,48,1,3,1,1,1,1,1,2,0,0,1.0,41401,Mixed Breed,"Black, Brown"
7443,7443,9dbcae6f7,3,2,1,2,2,3,1,1,2,1,1,150,2,5.0,41401,Mixed Breed,"Black, Golden"
7448,7448,8ff587b75,3,2,60,2,2,3,1,1,2,1,1,100,0,3.0,41326,Mixed Breed,"Cream, Gray"
7490,7490,be7fbd988,1,1,2,1,2,1,2,2,2,1,1,50,0,1.0,41336,Mixed Breed,White
7498,7498,d58c146d6,4,1,3,1,2,2,1,1,3,1,1,0,0,1.0,41324,Mixed Breed,Golden
7514,7514,a4c903a3d,4,1,12,1,2,1,1,1,1,1,1,0,0,1.0,41401,Mixed Breed,"Black, Brown"
7521,7521,964dd458f,1,2,20,3,2,3,1,1,2,1,5,0,0,1.0,41326,Mixed Breed,"Black, Brown"
7527,7527,74c161846,0,2,17,2,3,3,1,1,2,1,1,500,0,3.0,41401,Oriental Long Hair,"Yellow, Gray"
7530,7530,8d91ae666,2,2,2,3,2,1,2,2,2,1,2,0,0,3.0,41332,Domestic Short Hair,"Brown, Gray"
7606,7606,960de1fad,1,2,1,3,1,1,2,2,2,1,2,0,0,6.0,41401,Domestic Short Hair,"Golden, Cream"
7615,7615,e6151d695,2,1,2,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
7620,7620,4140b3b5a,3,1,1,3,2,1,2,2,2,1,9,0,0,7.0,41326,Mixed Breed,"Brown, Cream"
7621,7621,156ab0f97,0,2,3,2,1,1,2,2,2,1,1,0,0,7.0,41401,Domestic Short Hair,Yellow
7622,7622,6ada9811e,1,1,12,2,1,2,3,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
7633,7633,ee3543995,4,2,2,1,3,2,1,1,1,1,1,0,0,1.0,41326,Domestic Medium Hair,"Black, Cream"
7638,7638,cd067a495,3,2,2,2,1,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, White"
7654,7654,15a828f9d,3,1,2,3,2,2,1,1,2,1,5,0,4,22.0,41326,Mixed Breed,"Black, Gray"
7690,7690,225d2e242,4,2,3,2,2,2,2,2,2,1,3,0,0,1.0,41326,Domestic Medium Hair,"Brown, Yellow"
7704,7704,8d76a1b7f,3,1,10,1,3,2,1,1,1,1,1,0,0,6.0,41326,Mixed Breed,"Black, Brown"
7710,7710,c6d7271e8,4,1,12,1,2,2,3,1,3,1,1,0,0,1.0,41401,Mixed Breed,Black
7728,7728,f3629735d,3,2,12,1,2,1,1,1,1,1,1,0,1,17.0,41326,Mixed Breed,"Black, Brown"
7733,7733,4b1f93aac,2,2,2,1,1,1,2,2,2,1,1,0,0,3.0,41401,Domestic Long Hair,"Black, White"
7758,7758,f8fb0aa55,2,1,2,2,2,1,3,3,3,1,1,10,0,2.0,41326,Mixed Breed,"Black, Brown"
7762,7762,02eb29707,3,2,3,2,1,1,2,2,2,1,1,0,0,2.0,41327,Domestic Short Hair,White
7764,7764,e6ff21b7e,2,1,12,1,2,2,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
7765,7765,eed6f01c9,4,2,12,1,2,1,2,1,2,1,1,0,0,2.0,41327,Mixed Breed,White
7806,7806,c3ed4c50b,3,2,9,1,2,2,1,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,Black
7856,7856,2fe763187,3,1,42,1,2,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Brown, White"
7871,7871,07d2a9eff,1,2,12,2,2,1,1,1,1,1,1,50,0,1.0,41401,Domestic Short Hair,Golden
7873,7873,23eddf1d8,4,1,2,2,2,2,1,1,2,1,1,80,0,1.0,41327,Mixed Breed,Brown
7878,7878,d46569700,1,2,19,2,2,2,3,3,2,1,1,0,0,6.0,41326,Mixed Breed,"Brown, White"
7908,7908,81af50144,3,2,3,2,2,1,2,1,2,1,1,0,0,9.0,41326,Domestic Short Hair,"Yellow, Cream"
7910,7910,43ec1b64b,1,2,2,3,2,1,2,2,2,1,2,0,0,3.0,41330,Domestic Short Hair,"Black, Brown"
7912,7912,4247730f1,3,1,72,2,2,1,3,1,2,2,1,0,0,4.0,41326,Mixed Breed,Black
7924,7924,956548cd3,4,2,16,1,3,2,1,1,1,1,1,0,0,1.0,41401,Bombay,Black
7928,7928,8573077f3,1,1,3,2,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
7932,7932,36681d1d5,1,1,2,2,1,1,2,1,3,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
7933,7933,0011d7c25,2,2,2,1,2,1,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Yellow"
7938,7938,35bd82365,3,1,2,3,3,1,2,2,2,1,6,0,0,1.0,41336,Mixed Breed,"Black, White"
7943,7943,e24a30aaa,3,1,1,2,2,1,2,2,2,1,1,0,0,1.0,41330,Mixed Breed,"Brown, White"
7947,7947,f15a31a01,4,2,4,2,1,2,2,2,2,1,1,0,0,1.0,41326,Domestic Medium Hair,"Brown, Gray"
7957,7957,edfe1377f,2,2,1,1,2,2,2,2,2,1,1,0,0,3.0,41401,Domestic Medium Hair,"Golden, Gray"
7981,7981,227b372a2,2,2,2,1,2,1,2,1,2,1,1,0,0,16.0,41326,Domestic Short Hair,"Black, White"
7986,7986,16f2fa5c7,3,2,5,2,2,1,2,1,2,1,1,0,0,3.0,41401,Domestic Short Hair,White
7993,7993,f8619af42,4,1,24,2,2,2,3,3,1,1,20,0,0,1.0,41332,Mixed Breed,Brown
8004,8004,86d02f6a8,2,1,3,1,2,2,1,1,2,1,1,200,0,2.0,41326,Mixed Breed,"Black, Brown"
8018,8018,2179be57e,1,2,6,2,2,1,2,2,2,1,1,0,0,5.0,41326,Domestic Short Hair,"Gray, White"
8034,8034,ca2c00404,2,2,17,2,2,3,1,1,1,1,1,380,0,2.0,41326,Domestic Long Hair,White
8046,8046,1c69743d6,2,2,5,1,2,2,2,2,2,1,1,150,0,3.0,41326,Mixed Breed,"Black, Brown"
8050,8050,cc4670dac,4,2,12,2,1,1,3,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,Gray
8052,8052,87a679d31,4,1,6,1,2,2,1,2,2,2,1,0,0,1.0,41327,Mixed Breed,Brown
8075,8075,1696809dd,1,1,2,2,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Cream
8079,8079,43fe381b3,3,1,2,2,2,1,2,2,2,1,1,0,0,23.0,41326,Mixed Breed,Brown
8084,8084,8e8779496,0,1,2,2,2,2,2,2,2,1,1,0,0,3.0,41401,Mixed Breed,Black
8099,8099,249540f2d,2,1,72,1,2,2,1,1,3,2,1,0,0,2.0,41326,English Cocker Spaniel,Black
8116,8116,f4212d640,2,2,2,2,1,1,2,2,2,1,1,0,0,11.0,41327,Domestic Short Hair,"Black, Brown"
8121,8121,94b587221,2,2,2,1,2,1,2,1,2,1,1,0,0,9.0,41401,Domestic Short Hair,Yellow
8133,8133,cbd703fb6,4,1,16,2,2,1,1,1,1,1,1,300,0,1.0,41326,Mixed Breed,"Brown, Cream"
8162,8162,205714da6,2,2,12,2,1,1,1,1,1,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
8172,8172,874e791f9,4,2,3,1,2,1,2,2,2,1,1,0,0,3.0,41326,Domestic Short Hair,"Black, Gray"
8174,8174,9427a0125,1,2,2,2,1,1,1,1,2,1,1,0,0,2.0,41326,Domestic Short Hair,"Black, Cream"
8181,8181,ff2cf88a0,4,1,12,1,2,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,Brown
8183,8183,7bf11fd4d,1,2,4,1,3,2,2,1,3,1,1,0,0,1.0,41326,Domestic Short Hair,Black
8187,8187,be1ab222c,2,2,5,1,2,1,2,3,2,1,3,0,0,2.0,41326,Domestic Short Hair,"Golden, Yellow"
8212,8212,bd485150e,4,2,6,1,1,2,3,3,2,1,1,1,0,3.0,41326,Domestic Short Hair,"Black, White"
8221,8221,3edf44325,1,1,2,2,2,2,2,2,2,1,1,0,0,5.0,41401,Mixed Breed,Brown
8236,8236,a6b908d22,3,1,2,1,2,1,2,2,2,1,1,0,0,2.0,41327,Mixed Breed,Brown
8247,8247,22ff7ca25,1,2,0,3,2,1,2,2,2,1,3,0,0,9.0,41326,Tabby,"Black, Cream"
8263,8263,182aec7a4,4,1,12,1,2,1,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,White
8276,8276,dcf366e02,1,1,8,1,2,3,2,1,2,1,1,0,0,1.0,41361,Mixed Breed,"Brown, Yellow"
8282,8282,fd8bb16c6,2,2,3,1,1,1,2,2,2,1,2,0,0,23.0,41326,Domestic Short Hair,"Black, White"
8286,8286,307c5ca84,1,2,1,3,2,2,1,1,1,1,3,50,0,5.0,41326,Tabby,"Brown, Cream"
8318,8318,af2f3a166,4,1,48,3,2,2,3,3,1,1,2,0,0,3.0,41327,Mixed Breed,Cream
8339,8339,9c7476c25,1,1,3,2,2,1,2,1,2,1,1,0,0,3.0,41336,Mixed Breed,Brown
8342,8342,49a832741,2,1,1,1,1,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,Black
8353,8353,c87f6d0e4,2,2,2,2,2,1,2,1,2,2,1,0,0,5.0,41326,Domestic Short Hair,"Brown, White"
8373,8373,1952397d3,2,2,2,1,2,1,1,1,2,1,1,70,0,2.0,41326,Domestic Short Hair,"Gray, White"
8385,8385,f45457bdc,4,1,36,2,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
8389,8389,2aadf6110,2,2,4,1,2,2,1,1,2,1,1,50,2,5.0,41401,British Shorthair,"Golden, Yellow"
8400,8400,9e3e99760,1,2,4,1,1,1,1,1,2,1,1,0,0,3.0,41326,Tabby,Gray
8412,8412,0c64a0f1b,3,1,2,2,2,2,3,3,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
8419,8419,63e212498,4,1,72,1,2,2,2,2,2,1,1,0,0,2.0,41326,Spitz,White
8423,8423,20c3c2ba7,2,1,0,1,2,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,White
8449,8449,931a50b80,4,2,2,3,1,1,3,3,3,1,5,0,0,4.0,41401,Oriental Short Hair,"Black, White"
8453,8453,ebabceece,4,2,4,3,1,1,2,2,2,1,3,0,0,3.0,41326,Domestic Short Hair,"Black, Brown"
8474,8474,660dd8ded,2,1,2,3,2,1,2,2,2,1,2,0,0,2.0,41330,Mixed Breed,"Black, Brown"
8493,8493,7fa3ab674,1,1,24,1,2,2,1,1,1,1,1,0,0,4.0,41336,Mixed Breed,"Black, Brown"
8501,8501,cf8539482,1,1,1,2,2,1,2,2,2,1,1,0,0,3.0,41335,Mixed Breed,Cream
8504,8504,75f582ad6,1,2,1,3,2,2,2,2,2,1,2,0,0,4.0,41401,Mixed Breed,"Black, Brown"
8511,8511,2f4aa5ad9,3,2,2,1,2,1,2,1,2,1,1,0,0,3.0,41330,Domestic Short Hair,"Brown, Cream"
8524,8524,992feb0f1,2,2,10,1,2,2,1,1,1,1,1,0,0,3.0,41326,American Shorthair,White
8528,8528,f5b2c6fc0,2,2,2,2,2,2,2,2,2,1,1,1,0,2.0,41326,Mixed Breed,Gray
8538,8538,060e4ed30,4,2,22,2,2,1,1,1,1,1,1,90,0,2.0,41326,Domestic Short Hair,Black
8550,8550,1c138e187,2,2,12,1,2,1,1,1,1,1,1,300,0,3.0,41401,Mixed Breed,"Black, Brown"
8551,8551,da8054bfa,2,2,1,1,2,2,2,2,2,1,1,0,0,5.0,41401,Domestic Medium Hair,"Black, Gray"
8555,8555,1eb85ae31,2,2,1,2,2,1,2,2,2,1,1,0,0,1.0,41336,Manx,"Black, Brown"
8559,8559,692bde33a,2,1,2,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Black
8605,8605,243925f5e,2,2,1,3,1,1,2,2,2,1,4,0,0,4.0,41401,Domestic Short Hair,"Black, Brown"
8607,8607,518384a79,1,1,11,1,2,3,1,1,2,1,1,200,0,3.0,41326,Cocker Spaniel,Cream
8625,8625,15b5da7f8,4,1,7,2,1,1,1,1,1,1,1,0,0,3.0,41332,Mixed Breed,"Cream, White"
8629,8629,348591b3f,1,2,2,3,1,1,2,2,2,1,4,0,0,2.0,41401,Siamese,"Cream, Gray"
8630,8630,992170cac,4,1,2,2,2,2,3,1,2,1,1,0,0,2.0,41326,Mixed Breed,Cream
8657,8657,a90da3a12,4,1,8,2,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Black
8663,8663,b9086e44f,0,1,82,1,3,1,1,1,1,1,1,300,0,3.0,41326,Rottweiler,Black
8665,8665,1b5fd0e44,3,1,24,1,2,2,1,1,2,1,1,0,0,1.0,41401,English Bulldog,Black
8688,8688,076e5c59d,4,2,60,2,2,1,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,White
8693,8693,319e533b6,4,2,14,2,2,2,2,1,1,1,1,200,0,1.0,41401,Domestic Medium Hair,"Black, Brown"
8719,8719,d6243bdf8,4,1,2,3,2,1,2,1,2,1,3,0,0,3.0,41327,Mixed Breed,"Black, Brown"
8722,8722,e74dd0579,3,1,4,3,3,2,1,1,3,1,2,3000,0,5.0,41325,German Shepherd Dog,"Black, Brown"
8732,8732,72b996452,3,2,15,3,2,2,1,1,1,1,2,0,0,4.0,41401,Mixed Breed,"Black, Gray"
8739,8739,4302e8f50,2,2,0,3,1,2,2,3,3,1,3,0,0,1.0,41326,Abyssinian,"Black, Golden"
8760,8760,197c5ed9d,4,1,12,3,2,2,3,3,3,1,4,0,0,7.0,41401,Mixed Breed,Brown
8786,8786,63a3f229c,2,1,5,1,2,1,1,1,1,1,1,0,0,10.0,41401,Mixed Breed,"Yellow, Cream"
8788,8788,aa0e8c199,4,2,42,1,2,2,1,3,2,1,1,0,0,1.0,41401,Mixed Breed,Cream
8790,8790,81ea0e01a,3,1,11,2,3,1,1,1,1,1,1,400,0,7.0,41326,Rottweiler,"Black, Brown"
8794,8794,668177e57,4,2,7,1,2,1,1,1,2,1,1,0,0,1.0,41401,Domestic Short Hair,Black
8797,8797,da9b9db54,2,1,65,2,3,1,1,1,2,1,2,0,0,3.0,41401,Boxer,"Brown, Golden"
8798,8798,2c88aa53a,4,2,4,1,2,3,1,1,1,1,4,0,0,1.0,41326,Bombay,Black
8801,8801,9a4bbdd8d,4,2,12,1,2,1,1,1,1,1,1,0,0,1.0,41336,Domestic Short Hair,Gray
8810,8810,ae17429ae,3,1,3,2,2,1,2,2,2,1,1,0,0,3.0,41401,Mixed Breed,White
8811,8811,0a3fc490f,3,1,84,1,1,1,1,1,2,1,1,0,0,1.0,41326,Miniature Pinscher,"Brown, Cream"
8825,8825,e73146163,2,2,7,2,1,2,3,3,2,1,1,0,0,4.0,41326,Mixed Breed,"Brown, White"
8839,8839,5a651d147,3,2,2,2,1,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Brown, Gray"
8877,8877,923da13c4,4,1,2,2,2,2,2,2,2,1,3,0,0,3.0,41326,Mixed Breed,"Black, Brown"
8884,8884,382cc2865,2,2,4,3,1,3,3,3,3,1,3,50,0,3.0,41326,Domestic Short Hair,"Black, Brown"
8885,8885,9684a1603,4,1,1,1,2,1,2,2,2,1,2,0,0,4.0,41401,Mixed Breed,"Black, Brown"
8918,8918,138035c7a,1,1,60,1,1,1,3,1,2,1,1,0,0,1.0,41401,Miniature Pinscher,Brown
8934,8934,22937e80e,4,2,3,1,2,1,2,1,2,1,1,0,0,1.0,41401,Mixed Breed,Yellow
8951,8951,a54497b9a,4,1,36,1,2,1,1,1,2,2,1,0,0,1.0,41401,Mixed Breed,"Black, White"
8974,8974,3b923cef0,3,1,8,2,2,1,1,1,1,1,1,500,0,1.0,41326,Rottweiler,"Black, White"
8978,8978,5fc06cf73,4,1,2,1,2,1,2,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
8979,8979,64ca585d9,1,2,4,1,2,2,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Black, Brown"
8995,8995,8b17616d3,4,1,51,2,1,2,1,1,3,1,1,50,0,3.0,41401,Mixed Breed,Black
8998,8998,4a2ecd24c,1,2,1,2,2,2,2,2,2,1,1,0,0,2.0,41336,Domestic Medium Hair,"Brown, Cream"
9026,9026,9c443e54d,4,1,8,1,2,1,1,1,1,1,2,50,0,5.0,41326,Mixed Breed,"Black, Brown"
9054,9054,c92b59557,4,1,2,3,2,2,2,2,2,1,2,0,0,2.0,41336,Mixed Breed,"Black, Brown"
9067,9067,34fd2f89a,3,2,6,2,2,2,2,2,2,1,1,0,0,2.0,41326,Domestic Medium Hair,Gray
9080,9080,6f08386f4,2,2,4,1,3,1,2,1,2,1,1,0,0,9.0,41326,Mixed Breed,"Black, White"
9109,9109,80ec7f00d,1,2,3,3,1,1,2,2,2,1,2,0,1,2.0,41326,Domestic Short Hair,"Black, Gray"
9112,9112,3033b66f9,2,2,2,2,2,1,1,1,2,1,1,0,0,5.0,41326,Domestic Short Hair,"Brown, Yellow"
9113,9113,b7351540f,3,1,30,2,1,2,1,1,2,1,1,500,0,5.0,41326,Shih Tzu,White
9118,9118,7268e9e21,1,2,6,2,2,2,3,3,3,1,1,0,0,5.0,41326,Ragdoll,"Gray, White"
9119,9119,6e31c1647,3,2,3,2,1,3,1,1,1,1,1,0,0,5.0,41401,Mixed Breed,"Gray, White"
9122,9122,ad5250ecf,3,1,2,2,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Black, Brown"
9123,9123,e156e8aa0,2,1,2,2,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
9131,9131,4d7fd1ee8,3,2,4,2,1,1,3,1,2,1,1,0,0,8.0,41401,Domestic Short Hair,"Yellow, Cream"
9143,9143,a6783a1c6,4,2,3,1,2,2,2,1,2,1,1,0,0,1.0,41326,Domestic Medium Hair,"Black, Brown"
9167,9167,48ceb84a0,3,2,3,2,1,1,2,2,2,1,1,0,0,2.0,41336,Mixed Breed,"Gray, White"
9173,9173,ec322a0f2,2,2,5,2,2,1,2,1,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, White"
9181,9181,82ab0ebbd,1,1,2,3,2,1,2,2,2,1,6,0,0,2.0,41326,Mixed Breed,"Black, Golden"
9193,9193,43c623f94,2,1,1,2,2,1,2,2,2,1,1,0,0,1.0,41330,Mixed Breed,Brown
9203,9203,1c4d99f6e,2,2,24,1,2,1,2,2,3,1,1,0,0,1.0,41326,Bombay,Black
9208,9208,bd0bfa1f6,1,2,1,3,1,2,2,2,2,1,3,0,0,5.0,41326,Mixed Breed,"Black, Cream"
9226,9226,8396c07c5,1,2,1,3,1,1,2,2,2,1,4,0,0,3.0,41326,Domestic Short Hair,"Golden, Gray"
9251,9251,8e3c58de2,3,1,1,2,2,1,2,2,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, Brown"
9268,9268,7ca5ee472,1,2,3,2,1,1,2,1,2,1,1,0,0,2.0,41401,Domestic Short Hair,"Black, Brown"
9270,9270,18095a42f,3,2,4,2,2,1,2,1,2,1,1,0,0,1.0,41325,Domestic Short Hair,Brown
9272,9272,3086dc257,2,1,53,1,1,2,1,1,3,1,1,0,0,2.0,41330,Poodle,"Brown, Cream"
9286,9286,ed194417f,2,2,12,2,1,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,"Gray, White"
9300,9300,0b110b315,4,1,18,1,2,1,1,1,2,1,1,0,0,4.0,41327,Mixed Breed,"Brown, Cream"
9326,9326,cbd8840cd,4,2,12,2,2,2,1,1,2,1,1,400,0,5.0,41326,Persian,"Brown, Cream"
9364,9364,82c90e313,3,1,3,3,2,2,2,2,2,1,7,0,0,5.0,41401,Mixed Breed,"Black, Brown"
9398,9398,5aefb7197,1,1,17,2,1,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Cream, Gray"
9407,9407,fea8ba32e,4,2,19,2,2,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,"Black, White"
9409,9409,0063bd7e0,4,1,72,1,2,2,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,Golden
9414,9414,16ce3524b,4,1,3,2,2,2,2,2,2,1,1,0,0,2.0,41325,Mixed Breed,"Black, Brown"
9417,9417,5b8610245,2,1,84,2,3,3,1,1,2,1,1,0,0,2.0,41401,Golden Retriever,Golden
9429,9429,755f10f8a,4,1,2,2,2,2,2,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
9443,9443,8c2e6c331,2,1,3,1,2,1,3,1,2,1,1,0,0,6.0,41401,Mixed Breed,Cream
9453,9453,8969b314b,1,2,36,2,3,2,2,2,1,1,1,0,0,8.0,41326,Siamese,"Cream, Gray"
9461,9461,faa139539,2,1,2,1,2,1,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,"Brown, Cream"
9464,9464,4785a8894,4,2,6,1,2,1,3,3,3,1,1,0,0,1.0,41326,Domestic Short Hair,White
9477,9477,ae4e546cb,1,2,2,3,1,3,2,1,2,1,3,450,0,1.0,41326,Domestic Long Hair,"Cream, Gray"
9491,9491,01d646ea8,4,1,2,2,2,2,3,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Brown, Golden"
9502,9502,4363acad4,3,1,18,2,1,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,Brown
9504,9504,903523a17,4,1,17,2,3,2,1,1,3,1,1,100,0,2.0,41327,Mixed Breed,Cream
9511,9511,f2be40d43,4,1,4,2,2,1,3,3,3,1,1,0,0,2.0,41401,Mixed Breed,White
9519,9519,73680f695,4,2,2,2,1,2,2,2,2,1,1,100,0,2.0,41326,Mixed Breed,"Brown, Cream"
9542,9542,7559336dc,4,1,7,2,2,1,3,3,1,1,1,0,0,3.0,41326,Mixed Breed,Brown
9548,9548,ed7754046,1,2,4,1,2,1,2,1,2,1,1,30,0,1.0,41326,Domestic Short Hair,"Golden, White"
9550,9550,6ff2ae40f,2,2,5,1,2,2,3,3,3,1,1,0,0,3.0,41326,Domestic Short Hair,White
9556,9556,9afc068ae,1,1,3,2,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
9563,9563,17d9c9586,4,1,108,1,2,2,3,3,3,2,1,0,0,4.0,41401,Mixed Breed,"Black, Brown"
9569,9569,40fa64194,1,2,2,1,2,3,2,1,2,1,1,88,0,2.0,41336,Mixed Breed,White
9572,9572,3facf6055,2,2,4,3,1,1,1,1,2,1,3,100,0,3.0,41326,Domestic Short Hair,"Brown, Yellow"
9577,9577,59a23bac0,4,1,8,2,2,2,1,1,1,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
9600,9600,409d5bc3d,4,2,5,2,1,1,1,1,2,1,1,100,0,3.0,41401,Domestic Short Hair,Black
9606,9606,1f2065428,4,2,12,2,2,1,3,3,3,1,1,0,0,5.0,41401,Domestic Short Hair,"Brown, Cream"
9615,9615,7e704dadb,4,1,48,2,3,2,1,1,1,1,1,0,0,5.0,41401,Mixed Breed,Gray
9623,9623,4359d65e7,2,1,2,2,2,1,2,1,2,1,1,0,0,8.0,41401,Mixed Breed,"Black, White"
9625,9625,aa0901313,2,1,2,1,2,1,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,Black
9637,9637,708189e17,4,1,3,2,2,1,2,2,2,1,1,0,0,13.0,41326,Mixed Breed,"Brown, White"
9640,9640,95563629d,1,2,8,1,3,1,2,2,2,1,1,0,0,4.0,41401,Mixed Breed,"Brown, White"
9646,9646,353c89ed3,3,2,5,2,1,1,1,1,2,1,2,10,0,12.0,41401,Mixed Breed,"Golden, Yellow"
9649,9649,b9005c792,4,1,5,2,2,2,2,2,1,1,1,0,0,1.0,41336,Mixed Breed,"Black, Brown"
9668,9668,f2697fe84,2,1,8,2,2,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
9697,9697,7bfe95866,1,1,2,3,2,1,2,2,2,1,4,0,0,4.0,41326,Mixed Breed,"Black, Brown"
9703,9703,f5f1ea56c,1,1,35,1,1,1,1,1,3,1,1,0,0,2.0,41326,Dachshund,Brown
9707,9707,8a1e12a30,4,2,28,3,4,3,1,1,2,1,2,600,0,11.0,41342,Maine Coon,"Yellow, Gray"
9712,9712,9ceada263,4,2,7,2,2,1,2,2,2,1,1,50,0,2.0,41326,Domestic Short Hair,"Yellow, Cream"
9713,9713,16748bcd7,1,2,24,2,3,1,2,2,2,1,6,0,0,4.0,41401,Domestic Short Hair,Brown
